Institutional_Owner,Shelfmark,Title,Publisher,Creator,Type_of_Content,Date_of_Map,Technique,Subject,Annotation,Rights,Language,Date_of_Publication,Distribution_Format,Geographic_Location,Scale_of_Map,Reference_System,Mapping_Methods,Map_Format,Source_Materials,Pagination,Annotation_Edition,Annotation_Library_Index,Other_Annotation,PPN,Region_Keyword,Additional_Signature,Item_URL,OCLC_number,Date_created,Date_modified,CONTENTdm_number,CONTENTdm_file_name,CONTENTdm_file_path
,uklu 01-14-08,Hunsingoo,Haarlem : Kruseman,,,1859,,krt-1859-grp-h,,,,,,,Schaal 1:200.000,,,25 x 30 cm,kleurenlithogr,,,Met bladwijzer |,Geplakt op linnen | Bibliotheek Backer |,155386379,,"BB portef. IV, no. 8 | BACKER PORT 04 NO08 | ; krt-1859-grp-h",http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1806,,2012-10-24,2012-10-24,1806,7407.cpd,/Kaarten/image/7407.cpd
,uklu 01-14-09,Wadden,Haarlem : Kruseman,,,1859,,krt-1859-grp-w,,,,,,,Schaal 1:200.000,,,25 x 41 cm,kleurenlithogr,,,Met bladwijzer |,Geplakt op linnen | Bibliotheek Backer |,155065467,,BB portef. IV no. 9 | BACKER PORT 04 NO09 | ; krt-1859-grp-w,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1808,,2012-10-24,2012-10-24,1808,7409.cpd,/Kaarten/image/7409.cpd
,uklu 01-02-09,Kaart van Batavia en omstreken met inbegrip van de reede en omliggende eilanden ...,"'s-Gravenhage : [s.n.] ; Ter steendrukkerij van J. Smulders, 's Hage","Rosa, I.",,1860,,krt-1860-indo-1  krt-1860-indo-2,Opgedragen aan P. van Rees...oud resident van Batavia... | Met wapen van Batavia | Met handtekening en stempel van De Rosa |,,,,,74.21 geografie van Azie |,Schaal van 1 tot 12.500,,,118 x 82 cm,"steendruk, gekleurd",1 plattegrond in 2 samengevoegde bladen,,,Gedeelteelijk handgekleurd |,12201314X,5.580 Jakarta (stad) |,krt-1860-indo-1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1811,,2012-10-24,2012-10-24,1811,7412.cpd,/Kaarten/image/7412.cpd
,uklu 01-09-05,Kaart van de provincie Groningen waarop grootendeels de uitkomsten van de aldaar in de jaren 1855 tot 1859 gedane waterpassingen zijn aangewezen,Te Groningen : bij J. Oomkens Jz,"Rijn, K.",,1861,,krt-1861-grp-1  krt-1861-grp-2  krt-1861-grp-3  krt-1861-grp-4  krt-1861-grp-5  krt-1861-grp-6,,,,,,74.20 geografie van Nederland |,Schaal 1:50.000,,,"elk 72 x 48 cm of kleiner, tezamen 142 x 95 cm","steendruk, de grenzen gekleurd",6 bldn,,,Aaneengeplakt op linnen | Bibliotheek Backer |,089787099,4.210.230 Groningen (provincie) |,BB kaartenkist 3 | ; krt-1861-grp-1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1818,,2012-10-24,2012-10-24,1818,7419.cpd,/Kaarten/image/7419.cpd
,uklu 01-20-11,Kaart van Rottumeroog,'s Hage : Wed. E. Spanier en zoon,"Dijk, G.K.",,1861,,krt-1861-grp-kvr,,,,,,74.20 geografie van Nederland |,Schaal 1:7.500,,,"64,5 x 85 cm",lithografie,1 krt,,,geplakt op linnen | Bibliotheek Backer |,127311580,4.210.230 Rottumeroog |,BACKER PORT 02 NO11 | ; krt-1861-grp-kvr,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1820,,2012-10-24,2012-10-24,1820,7421.cpd,/Kaarten/image/7421.cpd
,uklu 01-14-07,Westerwolde,Haarlem : Kruseman,,,1861,,krt-1861-grp-west,,,,,,,Schaal 1:200.000,,,25 x 30 cm,kleurenlithogr,,,Met bladwijzer |,Geplakt op linnen | Bibliotheek Backer |,155386441,,"BB portef. IV, no 7 | BACKER PORT 04 NO07 | ; krt-1861-grp-west",http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1822,,2012-10-24,2012-10-24,1822,7423.cpd,/Kaarten/image/7423.cpd
,uklu 01-14-27,Kaart van het project waterschap Reiderland waarop in rood zijn aangegeven de tot vorming daarvan uittevoeren werken,Groningen : Steendr. J.H. v.d. Weijer,"Rijn, K.",,1862,,krt-1862-grp,,,,,,74.19 geografie van Europa |,Schaal 1:50.000,,,"51,5 x 39 cm",kleurenlithografie,1 krt,,Met lijst van uit te voeren werken |,Bibliotheek Backer |,134877926,,BACKER LIJST pr43 | BACKER PORT 05 NO14 | ; krt-1862-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1824,,2012-10-24,2012-10-24,1824,7425.cpd,/Kaarten/image/7425.cpd
,uklu 01-15-04,Kaart van de molenpolders in het Westerkwartier der provincie Groningen en de daardoor uitwaterende in de provincie Drenthe,Groningen : steend. v. J.H. v.d. Weijer,"Rijn, K.",,1862,,krt-1862-grp-kvdm-krt  krt-1862-grp-kvdm-toel,,,,,,74.20 geografie van Nederland |,Op den schaal van 1:50.000,,,"62,5 x 55,5 cm","lithografie, in kleur",1 krt,,,"In 4 fragmenten gesneden, geplakt op linnen | Bibliotheek Backer |",147395194,4.210.230 Westerkwartier |,BACKER PORT 02 NO12 | BACKER PORT 02 N013 | BACKER LIJST pr32-33 | ; krt-1862-grp-kvdm-krt,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1827,,2012-10-24,2012-10-24,1827,7428.cpd,/Kaarten/image/7428.cpd
,uklu 01-13-02,Groningen,S.l. : s.n.,"Witkamp, P.H.",,18XX,,krt-1865-grp  krt-1865-grp-toel-r  krt-1865-grp-toel-v,,,,,,74.95 bevolking (demografie) |,[Schaal 1:300.000],,,30 x 33 cm,lithografie,1 krt,,,Bibliotheek Backer |,145240304,4.210.230 Groningen (provincie) |,BACKER PORT 08 NO24 | BB portef. VIII nr. 24 | ; krt-1865-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1831,,2012-10-24,2012-10-24,1831,7432.cpd,/Kaarten/image/7432.cpd
,uklu 01-06-12,Nieuwe etappe-kaart van het Koningrijk der Nederlanden op de schaal van 1:200.000,'s-Gravenhage : Topographisch Bureau : de Erven Doorman [distributeur],,,1865,,krt-1865-ned-1  krt-1865-ned-2  krt-1865-ned-3  krt-1865-ned-4  krt-1865-ned-5  krt-1865-ned-6,,,,,,74.20 geografie van Nederland |,1:200.000,,,"168x142 cm, elk blad 56x71 cm",kopergravure,1 krt. in 6 losse krtbldn,,,"Geplakt op linnen | Aaneengeplakt op linnen, met rollen | Bibliotheek Backer | provinciegrenzen en spoorlijnen gekleurd | blad 2 ontbr |",852730012,4.210 Nederland |,Uc---- 11 | BB kaartenkist nr. 1 | ; krt-1865-ned-1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1838,,2012-10-24,2012-10-24,1838,7439.cpd,/Kaarten/image/7439.cpd
,uklu 01-02-07,"Kaart van de buitenkust van Nova-Guinea, zooals die is bezeild geworden door het fregat de Geelvink, de chaloup de Kraanvogel en de pantjalang Nova-Guinea, anno 1705",['s-Gravenhage] : Ministerie van Oorlog. Topographisch Bureau,"Weyland, Jacob",,1866,,krt-1866-indo-1  krt-1866-indo-2,"De kaartbladen (oostelijk en westelijk) overlappen elkaar gedeeltelijk | Behoort bij: Geschied- en zeevaartkundige toelichting betreffende eene kaart van de Geelvinksbaai, op de noordkust van Nieuw-Guinea, volgens de opname van Jacob Weyland in 1705 / [P.A. Leupe en J.M. Obreen]. - 's-Gravenhage : Departement van Kolonien, [1866]. - 32 p |",,,,,74.21 geografie van Azie |,[ca. 1:830.000],,,totaal 51 x 147 cm,steendruk,1 kaart in 2 bladen in omslag,,,omslag ontbreekt |,108918025,5.580 Geelvinkbaai |,krt-1866-indo-1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1841,,2012-10-24,2012-10-24,1841,7442.cpd,/Kaarten/image/7442.cpd
,uklu 01-14-28,"Kaartje aanwijzende de staatsspoorwegen in deze provincie : met parallellijnen, mitsgaders de lijnen van het kanalisatieplan, en eene opgave van de verhouding in de betaling der opcenten tusschen verschillende deelen der provincie ...",Groningen : steendr. J.H. v.d. Weijer,"Wierda, H.W.",,1867,,krt-1867-grp,,,,,,74.20 geografie van Nederland |,[ca. 1:150.000],,,"40 x 53,5 cm",kleurenlithografie,1 krt,,,Geplakt op linnen | Bibliotheek Backer |,145469549,4.210.230 Groningen (provincie) |,BACKER LIJST pr44 | BACKER PORT 05 NO15 | ; krt-1867-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1843,,2012-10-24,2012-10-24,1843,7444.cpd,/Kaarten/image/7444.cpd
,uklu 01-13-03,Groningen,[Groningen] : steendruk van J.H. van de Weijer,,,1868,,krt-1868-grp  krt-1868-grp-a,,,,,,74.20 geografie van Nederland |,schaal [1:150.000],,,"42,5 x 37,5 cm",steendruk,1 krt,,Met verklaring der cijfers |,"Handgekleurd, geplakt op linnen | Bibliotheek Backer | Handgekleurd, geplakt op linnen | Op de kaart zijn door H. Molema de wierden in de provincie Groningen met de hand aangegeven | Bibliotheek Backer |",124584497,4.210.230 Groningen (provincie) | 4.210.230 Groningen (stad) |,BACKER PORT 08 NO25 | BB portef. VIII no. 25 | BACKER PORT 08 NO26 | BB portef. VIII no. 26 | ; krt-1868-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1846,,2012-10-24,2012-10-24,1846,7447.cpd,/Kaarten/image/7447.cpd
,uklu 01-15-02,Kaart van de molenpolders die door het scheepvaart- en afwaterings-kanaal doorsneden worden,Groningen : J.H. v.d. Weijer ; [S.l. : s.n.],,,1868,,krt-1868-grp-eemskanaal,,,,,,74.20 geografie van Nederland |,1:50.000,,,"31,5 x 60 cm",kleurenlithografie,1 krt,,,Geplakt op linnen |,138406596,4.210.230 Eemskanaal |,BACKER PORT 02 NO05 | BACKER LIJST pr34 | ; krt-1868-grp-eemskanaal,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1848,,2012-10-24,2012-10-24,1848,7449.cpd,/Kaarten/image/7449.cpd
,uklu 01-15-03,Kaart van de nieuwe indeeling der molenpolders na de uitvoering van het scheepvaart- en afwateringskanaal,Groningen : J.H. v.d. Weijer ; [S.l. : s.n.],,,1868,,krt-1868-grp-eemskanaal-nieuw,,,,,,74.20 geografie van Nederland |,Schaal van 1:50.000,,,"31,5 x 60 cm",kleurenlithografie,1 krt,,,Geplakt op linnen |,138407088,4.210.230 Eemskanaal |,BACKER PORT 02 NO06 | BACKER LIJST pr35 | ; krt-1868-grp-eemskanaal-nieuw,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1850,,2012-10-24,2012-10-24,1850,7451.cpd,/Kaarten/image/7451.cpd
,uklu 01-14-10,"Geologisch en agronomisch kaartje behoorende bij de beschrijving van den landbouw in de distrikten Oldambt, Westerwolde en Fivelgo",[Haarlem : Erven Loosjes],"Geertsema, C.J.",,1868,,krt-1868-grp-geak  kb-1868-grp-bvdl-210,,,,,,48.12 geschiedenis van de landbouw |,[ ca 1: ],,,45 x 35 cm,kleurenlithogr,1 krt,,,Geplakt op linnen | Bibliotheek Backer |,124925596,4.210.230 Oldambt | 4.210.230 Fivelingo | 4.210.230 Westerwolde |,BB portef. IV no. 10 | BACKER PORT 04 NO10 | ; krt-1868-grp-geak,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1852,,2012-10-24,2012-10-24,1852,7453.cpd,/Kaarten/image/7453.cpd
,uklu 01-14-29,Kaart van den mond van het Reitdiep : ter aanwijzing der verschillende rigtingen voor de afdamming : nader gevoegd bij het antwoord van Mr. W.W. Buma ... 1868,Leeuwarden : [H. de Groot],"Andreae, D.H.",,1868,,krt-1868-grp-kvdm  kb-1868-grp-kvdm-55,,,,,,74.20 geografie van Nederland |,Schaal [ca. 1:15.000],,,"43,5 x 36 cm",kleurenlithogr,1 krt,,,Geplakt op linnen | Bibliotheek Backer | Nr. 7 in convoluut |,147391652,4.210.230 Reitdiep |,BACKER PORT 05 NO16 | BACKER LIJST pr45 | ; krt-1868-grp-kvdm,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1854,,2012-10-24,2012-10-24,1854,7455.cpd,/Kaarten/image/7455.cpd
,uklu 01-04-37,Gemeente Groningen : (No. 2. de stad),Leeuwarden : Hugo Suringar,"Kuyper, J.",,1868,,krt-1868-grs,Titel boven de kaart |,,,,,74.20 geografie van Nederland |,Schaal 1:15.000,,,"19 x 17,5 cm",lithografie,1 plgr,,Met lijst van straten en voornaamste gebouwen |,Bibliotheek Backer |,108936023,4.210.230 Groningen (stad) |,BACKER PORT 09 NO19 | ; krt-1868-grs,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1856,,2012-10-24,2012-10-24,1856,7457.cpd,/Kaarten/image/7457.cpd
,uklu 01-21-01,"Kaart van alle bevaarbare vaarten, kanalen, met de daarin gelegene schut en uitwateringsluizen in de provincie Groningen",Groningen : Steend. J.H. v.d. Weijer,"Kater, J.",,1869,,krt-1869-grp,In opdracht van de Commissaris des Konings in de provincie Groningen |,,,,,74.20 geografie van Nederland |,Schaal 1:100.000,,,"62,5 x 95 cm",kleurenlithografie,1 krt,,Met: Aanwijzing en afmeting van schut en uitwatering sluizen |,Geplakt op linnen | Bibliotheek Backer |,151746575,4.210.230 Groningen (provincie) |,BACKER PORT 06 NO04 | BACKER LIJST pr46 | ; krt-1869-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1858,,2012-10-24,2012-10-24,1858,7459.cpd,/Kaarten/image/7459.cpd
,uklu 02-16-14,Vordering van het kanaal door Holland op zijn smalst : (September 1869),['s-Gravenhage] : I. &#38; H. van Langenhuijsen,,,1869,,krt-1869-nho,,,,,,74.20 geografie van Nederland |,Schaal 1:50.000,,,"35,5 x 56,5 cm","lithogr., ged. in kleur",1 krt,Verschenen als bijlage bij,,,149781768,4.210.150 Noordzeekanaal |,krt-1869-nho,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1860,,2012-10-24,2012-10-24,1860,7461.cpd,/Kaarten/image/7461.cpd
,uklu 01-21-02,Wegkaart der provincie Groningen : opgemaakt ingevolge besluit van de Staten der provincie Groningen ... 1857,Te Groningen : bij J. Oomkens,"Rijn, K.",,1870,,krt-1870-grp,,,,,,74.20 geografie van Nederland |,Schaal 1:100.000,,,67 x 85 cm,lithografie,1 krt,,Met lijst van de kunstwegen en van hunne lengte |,"Gekleurd, geplakt op linnen | Bibliotheek Backer |",137088523,4.210.230 Groningen (provincie) |,BACKER PORT 06 NO05 | ; krt-1870-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1862,,2012-10-24,2012-10-24,1862,7463.cpd,/Kaarten/image/7463.cpd
,uklu 01-08-05,Algemeene kaart van Nederlandsch Indië,Amsterdam : C.L. Brinkman,S.H.@Serné,,1870,,krt-1870-indo-1,Met inzet: De Minahassa in de residentie Menado. - Amboina en naburige eilanden. - Banda eilanden. - Nederland op de schaal van 1:4.000.000. - Plan van Batavia en omstreken. - Telegraafnet op Java. - Groot-Atjeh. - Gedeelte de Padangsche Bovenlanden ... - Gedeelte van Midden-Sumatra ... - De Kei- of Evar-eil.,,,,,74.21 geografie van Azië,ca. 1:4.000.000,,,"elk 45 x 71 cm of kleiner, totaal 89 x 142 cm",Kleurendruk,"1 krt., 5 bl.","De kaart is vnl. bewerkt naar de Algemeene Atlas van Nederlandsch Indië door P. Baron Melvill van Carnbée en W.F. Versteeg, in 60 kaarten.",,Op linnen geplakt.  Dit exemplaar is gebruikt om het copierecht van de kaart te laten registreren.  Met handtekening van C.L. Brinkman.,,5.580 Indonesië,krt-1870-indo-1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1868,,2012-10-24,2012-10-26,1868,7469.cpd,/Kaarten/image/7469.cpd
,uklu 02-16-19,Algemeen plan van het Bergsche Veld met aanduiding der Nieuwe Merwede en der tot vorming daarvan uitgevoerde werken tot het einde van 1869,[S.l.] : [s.n.] ; ['s-Gravenhage] : I. &#38; H. van Langenhuysen,"Opstal, ...",,1870,,krt-1870-zho-nbr,,,,,,74.20 geografie van Nederland |,Schaal van 1:50.000,,,38 x 59 cm,kleurenlithografie,1 kaart,,,,155044907,4.210 Biesbos | 4.210 Merwede |,krt-1870-zho-nbr,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1870,,2012-10-24,2012-10-24,1870,7471.cpd,/Kaarten/image/7471.cpd
,uklu 01-14-11,Kaart van het district Hunsego,[Haarlem : De erven Loosjes] ; [S.l.] : steendr. v. P.M.W. Trap,"Heidema, P.",,1871,,krt-1871-grp,,,,,,38.55 regionale geologie |,[ca. 1:130.000],,,44 x 59 cm,kleurenlithogr,1 krt,,,Geplakt op linnen | Bibliotheek Backer |,125011326,4.210.230 Hunsingo | Landbouw |,BB portef. IV no. 11 | BACKER PORT 04 NO11 | ; krt-1871-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1872,,2012-10-24,2012-10-24,1872,7473.cpd,/Kaarten/image/7473.cpd
,uklu 01-10-03,Schoolkaart van de provincie Groningen,Groningen : bij J. Oomkens J.zoon,"Zuidema, E.R.",,1872,,krt-1872-grp-1  krt-1872-grp-2  krt-1872-grp-3  krt-1872-grp-4  krt-1872-grp-5  krt-1872-grp-6,"Beschreven in: Catalogue of maps charts and plans. The British Museum. vol. 6, kol. 21 | Bekroond door de Commissie van onderwijs in de provincie Groningen |",,,,,74.20 geografie van Nederland |,[Schaal ca. 1:50.000],,,tezamen 143 x 148 cm,steendruk,1 wandkaart bestaande uit 6 bladen,Inzet,,gekleurd | geplakt op linnen |,123583802,4.210.230 Groningen (provincie) |,Uq---- 5 | ; krt-1872-grp-1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1875,,2012-10-24,2012-10-24,1875,7476.cpd,/Kaarten/image/7476.cpd
,uklu 01-29-17,Kaart van de provincie Groningen in 1872,Groningen : steendr. v.d. Weijer ; [Groningen : Hoitsema],"Koster, J.P.",,1874,,krt-1872-grp-kvdp,,,,,,74.20 geografie van Nederland |,Schaal 1:150.000,,,61 x 51 cm,kleurenlithografie,1 krt,,,geplakt op linnen | Bibliotheek Backer |,145996476,4.210.230 Groningen (provincie) |,BACKER PORT 07 NO14 | BACKER LIJST r60 | ; krt-1872-grp-kvdp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1877,,2012-10-24,2012-10-24,1877,7478.cpd,/Kaarten/image/7478.cpd
,uklu 01-29-07,Kaart van het waterschap Westerwolde,Groningen : Steendr. v.d. Weijer,,,1872,,krt-1872-grp-kvhw,,,,,,74.20 geografie van Nederland |,Schaal 1:50.000,,,"85,5 x 47 cm",kleurenlithogr.,1 krt,,,Geplakt op linnen | Bibliotheek Backer |,147597048,4.210.230 Westerwolde |,BACKER PORT 02 NO29 | BACKER LIJST pr47 | ; krt-1872-grp-kvhw,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1879,,2012-10-24,2012-10-24,1879,7480.cpd,/Kaarten/image/7480.cpd
,PBG 8808 ; BACKER 310 ; Uq 5 (6) ; PBG 2672 ; Natgen Q 4 ; M.V.O. 277 ; PBG 2679 (6/7) ; uklu 01-29-18,"Kaart van de provincie ""Stad en Lande"" in de laatste helft der 17e eeuw",Groningen : Hoitsema,J.P. Koster,,1874,,krt-1872-grp-senl,,,,,,,1:150.000,,,61 x 51 cm,kleurenlithografie,1 krt,Met Legenda,"In: J.P Koster, De provincie Groningen en hare defensie etc. 1874. (Bijdragen tot de geschiedenis van de tegenwoordige staat der provincie Groningen VI, 1)",,,,krt-1872-grp-senl,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1881,,2012-10-24,2012-10-26,1881,7482.cpd,/Kaarten/image/7482.cpd
,uklu 02-17-04,Nova mappa geographica Americae Septentrionalis in suas praecipuas partes divisa,Aug. Vind. : sumptibus Ioh. Mich. Probst,"Popple, Henry",,1782,,krt-1872-mam,Tweede titel in de rand: Amerique Septentrionale suivant la carte de Pople faite a Londres en 20 feuilles |,,,,,74.26 geografie van Midden- en Zuid-Amerika |,[ca. 1:13.500.000],,,47 x 47 cm,kopergravure,1 krt,,,gekleurd |,155533169,7.400 Caribisch gebied |,krt-1872-mam,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1883,,2012-10-24,2012-10-24,1883,7484.cpd,/Kaarten/image/7484.cpd
,uklu 01-29-20,Platte grond van Groningen,Groningen : uitgave van A.L.Scholtens &#38; zoon,,,1877,,krt-1877-grs,,,,,,74.20 geografie van Nederland |,Schaal van 1:5.000,,,"41,5 x 62 cm","lithografie, in kleur",1 plgr,,Met renvooi |,Onderaan geschreven : Uitgegeven in October 1877 | geplakt op linnen | Bibliotheek Backer |,147759463,4.210.230 Groningen (stad) |,BACKER PORT 09 NO17 @ i | BACKER LIJSThs r27 | ; krt-1877-grs,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1885,,2012-10-24,2012-10-24,1885,7486.cpd,/Kaarten/image/7486.cpd
,uklu 01-04-06,Kaart van het Meedhuizermeer,Zwolle : Tjeenk Willink,"Bosker, H.",,1878,,krt-1878-grp,,,,,,74.20 geografie van Nederland |,Schaal 1:15.000,,,11 x 18 cm,,1 krt,,,Beide nummers van de Landbouw courant in omslag | Bibliotheek Backer |,151522820,4.210.230 Meedhuizer meer |,BACKER PORT 04 NO17 | ; krt-1878-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1887,,2012-10-24,2012-10-24,1887,7488.cpd,/Kaarten/image/7488.cpd
,uklu 01-17-01,Plan van aanleg en uitbreiding der gemeente Groningen op de na slechting der vestingwerken vrijkomende terreinen,[S.l. : s.n.] ; Groningen : J.H. van de Weijer,"Brouwer, Bert",,1878,,krt-1878-grs-1  krt-1878-grs-2  krt-1878-grs-3  krt-1878-grs-4,,,,,,74.20 geografie van Nederland |,Schaal van 1:2.000,,,"elk 51 x 64,5 cm",kleurenlithografie,1 krt in 4 bl,,,Bibliotheek Backer | Geplakt op linnen | Geplakt op linnen |,124317154,4.210.230 Groningen (stad) |,BACKER PORT 09 NO22 | BB portef. 9 no. 22 | ; krt-1878-grs-1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1892,,2012-10-24,2012-10-24,1892,7493.cpd,/Kaarten/image/7493.cpd
,uklu 01-15-12,Plan van aanleg en uitbreiding der gemeente Groningen op de na slechting der vestingwerken vrijkomende terreinen,S.l. : s.n.,"Brouwer, Bert",,1878,,krt-1878-grs-foto,,,,,,74.20 geografie van Nederland |,,,,33 x 45 cm,"foto, geplakt op papier",1 krt,,,Bibliotheek Backer |,154841234,4.210.230 Groningen (stad) |,BACKER PORT 09 NO25 | BB portef. IX no. 25 | ; krt-1878-grs-foto,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1894,,2012-10-24,2012-10-24,1894,7495.cpd,/Kaarten/image/7495.cpd
,uklu 01-05-09,"Wegkaart der provincie Groningen, opgemaakt ingevolge besluit van de Staten der provincie Groningen ...",[S.l. : s.n.] ; Groningen : lith. v.d. Weijer,"Hazewinkel, J.C.",,1879,,krt-1879-grp-1  krt-1879-grp-2  krt-1879-grp-3  krt-1879-grp-4  krt-1879-grp-5  krt-1879-grp-6,,,,,,74.20 geografie van Nederland |,Schaal 1:50.000,,,"elk 64 x 51,5 cm, totaal 124 x 151 cm",kleurenlithografie,1 krt in 6 bladen,,Met bladwijzer |,Alleen de kaart ; geplakt op linnen | Handleiding |,113493053,4.210.230 Groningen (provincie) |,KK 27-18 | Uq 46 | ; krt-1879-grp-1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1901,,2012-10-24,2012-10-24,1901,7502.cpd,/Kaarten/image/7502.cpd
,uklu 01-14-06,Kaart van Westerwolde : zijnde het 6e schooldist. in de Provincie Groningen,[S.l. : s.n],,,187X,,krt-187X-grp,Steendruk |,,,,,81.01 geschiedenis van het onderwijs |,[ ca. 1:100.000],,,40 x 31 cm,,1 krt,,Met verklaring der cijfers en letters |,Geplakt op linnen | Bibliotheek Backer | Geschenk van de auteur |,12491991X,4.210.230 Westerwolde |,BB portef. IV no. 5 | BACKER PORT 04 NO05 | ; krt-187X-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1903,,2012-10-24,2012-10-24,1903,7504.cpd,/Kaarten/image/7504.cpd
,uklu 01-05-11,[Plattegrond van Groningen],S.l. : s.n.,,,1880,,krt-1880-grs-1  krt-1880-grs-2,,,,,,74.20 geografie van Nederland |,Schaal 1:2.000,,,109 x 86 cm,kleurenlithografie,"1 plgr., in 2 bladen aaneengeplakt",,,Geplakt op linnen | Bibliotheek Backer |,118643215,4.210.230 Groningen (stad) |,krt-1880-grs-1,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1906,,2012-10-24,2012-10-24,1906,7507.cpd,/Kaarten/image/7507.cpd
,uklu 01-29-19,Gemeente Groningen : plan van verkaveling van het terrein gelegen tusschen Heere- en Oosterweg,S.l. : s.n.,,,1880,,krt-1880-grs-gg,,,,,,74.20 geografie van Nederland |,Schaal 1:500,,,52 x 63 cm,kleurenlithografie,1 krt,,,Geplakt op linnen | Bibliotheek Backer |,145976130,4.210.230 Groningen (stad) |,BACKER PORT 09 NO13 @ i | BACKER LIJSThs r31 | ; krt-1880-grs-gg,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1908,,2012-10-24,2012-10-24,1908,7509.cpd,/Kaarten/image/7509.cpd
